Key,english
craftinggunmcx,"mcx"
craftinggunmcxName,"mcx"
craftinggunmcxDesc,"Reading [DECEA3]mcx[-] enables you to craft mcx."
craftinggunmcxLongDesc,"Long Desc"

Gunm700SkillMagazine,"m700 Magazine"
Gunm700SkillMagazineDesc,"Crafting a m700\nImproves m700 weapon crafting skill"
craftinggunm700,"m700"
craftinggunm700Name,"m700"
craftinggunm700Desc,"Reading [DECEA3]m700[-] enables you to craft m700."
craftinggunm700LongDesc,"Long Desc"

Gundvl10SkillMagazine,"dvl10 Magazine"
Gundvl10SkillMagazineDesc,"Crafting a dvl10\nImproves dvl10 weapon crafting skill"
craftinggundvl10,"dvl10"
craftinggundvl10Name,"dvl10"
craftinggundvl10Desc,"Reading [DECEA3]dvl10[-] enables you to craft dvl10."
craftinggundvl10LongDesc,"Long Desc"

Gunt5000SkillMagazine,"t5000 Magazine"
Gunt5000SkillMagazineDesc,"Crafting a t5000\nImproves t5000 weapon crafting skill"
craftinggunt5000,"t5000"
craftinggunt5000Name,"t5000"
craftinggunt5000Desc,"Reading [DECEA3]t5000[-] enables you to craft t5000."
craftinggunt5000LongDesc,"Long Desc"

GunFALsa58dmrSkillMagazine,"FALsa58dmr Magazine"
GunFALsa58dmrSkillMagazineDesc,"Crafting a FALsa58dmr\nImproves FALsa58dmr weapon crafting skill"
craftinggunFALsa58dmr,"FALsa58dmr"
craftinggunFALsa58dmrName,"FALsa58dmr"
craftinggunFALsa58dmrDesc,"Reading [DECEA3]FALsa58dmr[-] enables you to craft FALsa58dmr."
craftinggunFALsa58dmrLongDesc,"Long Desc"

Gunm1aEBRSkillMagazine,"m1aEBR Magazine"
Gunm1aEBRSkillMagazineDesc,"Crafting a m1aEBR\nImproves m1aEBR weapon crafting skill"
craftinggunm1aEBR,"m1aEBR"
craftinggunm1aEBRName,"m1aEBR"
craftinggunm1aEBRDesc,"Reading [DECEA3]m1aEBR[-] enables you to craft m1aEBR."
craftinggunm1aEBRLongDesc,"Long Desc"

GunrfbSkillMagazine,"rfb Magazine"
GunrfbSkillMagazineDesc,"Crafting a rfb\nImproves rfb weapon crafting skill"
craftinggunrfb,"rfb"
craftinggunrfbName,"rfb"
craftinggunrfbDesc,"Reading [DECEA3]rfb[-] enables you to craft rfb."
craftinggunrfbLongDesc,"Long Desc"

Gunsr25SkillMagazine,"sr25 Magazine"
Gunsr25SkillMagazineDesc,"Crafting a sr25\nImproves sr25 weapon crafting skill"
craftinggunsr25,"sr25"
craftinggunsr25Name,"sr25"
craftinggunsr25Desc,"Reading [DECEA3]sr25[-] enables you to craft sr25."
craftinggunsr25LongDesc,"Long Desc"

GunrsassSkillMagazine,"rsass Magazine"
GunrsassSkillMagazineDesc,"Crafting a rsass\nImproves rsass weapon crafting skill"
craftinggunrsass,"rsass"
craftinggunrsassName,"rsass"
craftinggunrsassDesc,"Reading [DECEA3]rsass[-] enables you to craft rsass."
craftinggunrsassLongDesc,"Long Desc"

Gunhkg28SkillMagazine,"hkg28 Magazine"
Gunhkg28SkillMagazineDesc,"Crafting a hkg28\nImproves hkg28 weapon crafting skill"
craftinggunhkg28,"hkg28"
craftinggunhkg28Name,"hkg28"
craftinggunhkg28Desc,"Reading [DECEA3]hkg28[-] enables you to craft hkg28."
craftinggunhkg28LongDesc,"Long Desc"

GunFALsa58brSkillMagazine,"FALsa58br Magazine"
GunFALsa58brSkillMagazineDesc,"Crafting a FALsa58br\nImproves FALsa58br weapon crafting skill"
craftinggunFALsa58br,"FALsa58br"
craftinggunFALsa58brName,"FALsa58br"
craftinggunFALsa58brDesc,"Reading [DECEA3]FALsa58br[-] enables you to craft FALsa58br."
craftinggunFALsa58brLongDesc,"Long Desc"

Gunmdr556SkillMagazine,"mdr556 Magazine"
Gunmdr556SkillMagazineDesc,"Crafting a mdr556\nImproves mdr556 weapon crafting skill"
craftinggunmdr556,"mdr556"
craftinggunmdr556Name,"mdr556"
craftinggunmdr556Desc,"Reading [DECEA3]mdr556[-] enables you to craft mdr556."
craftinggunmdr556LongDesc,"Long Desc"

Gunmdr762SkillMagazine,"mdr762 Magazine"
Gunmdr762SkillMagazineDesc,"Crafting a mdr762\nImproves mdr762 weapon crafting skill"
craftinggunmdr762,"mdr762"
craftinggunmdr762Name,"mdr762"
craftinggunmdr762Desc,"Reading [DECEA3]mdr762[-] enables you to craft mdr762."
craftinggunmdr762LongDesc,"Long Desc"

GunscarhSkillMagazine,"scarh Magazine"
GunscarhSkillMagazineDesc,"Crafting a scarh\nImproves scarh weapon crafting skill"
craftinggunscarh,"scarh"
craftinggunscarhName,"scarh"
craftinggunscarhDesc,"Reading [DECEA3]scarh[-] enables you to craft scarh."
craftinggunscarhLongDesc,"Long Desc"

Gunhk417SkillMagazine,"hk417 Magazine"
Gunhk417SkillMagazineDesc,"Crafting a hk417\nImproves hk417 weapon crafting skill"
craftinggunhk417,"hk417"
craftinggunhk417Name,"hk417"
craftinggunhk417Desc,"Reading [DECEA3]hk417[-] enables you to craft hk417."
craftinggunhk417LongDesc,"Long Desc"

Gunm14sassSkillMagazine,"m14sass Magazine"
Gunm14sassSkillMagazineDesc,"Crafting a m14sass\nImproves m14sass weapon crafting skill"
craftinggunm14sass,"m14sass"
craftinggunm14sassName,"m14sass"
craftinggunm14sassDesc,"Reading [DECEA3]m14sass[-] enables you to craft m14sass."
craftinggunm14sassLongDesc,"Long Desc"

GunmcxspearSkillMagazine,"mcx spear Magazine"
GunmcxspearSkillMagazineDesc,"Crafting a mcx spear\nImproves mcx spear weapon crafting skill"
craftinggunmcxspear,"mcx spear"
craftinggunmcxspearName,"mcx spear"
craftinggunmcxspearDesc,"Reading [DECEA3]mcx spear[-] enables you to craft mcx spear."
craftinggunmcxspearLongDesc,"Long Desc"

Gunmp18SkillMagazine,"mp18 Magazine"
Gunmp18SkillMagazineDesc,"Crafting a mp18\nImproves mp18 weapon crafting skill"
craftinggunmp18,"mp18"
craftinggunmp18Name,"mp18"
craftinggunmp18Desc,"Reading [DECEA3]mp18[-] enables you to craft mp18."
craftinggunmp18LongDesc,"Long Desc"

GunmosinSkillMagazine,"mosin Magazine"
GunmosinSkillMagazineDesc,"Crafting a mosin\nImproves mosin weapon crafting skill"
craftinggunmosin,"mosin"
craftinggunmosinName,"mosin"
craftinggunmosinDesc,"Reading [DECEA3]mosin[-] enables you to craft mosin."
craftinggunmosinLongDesc,"Long Desc"

Gunsv98SkillMagazine,"sv98 Magazine"
Gunsv98SkillMagazineDesc,"Crafting a sv98\nImproves sv98 weapon crafting skill"
craftinggunsv98,"sv98"
craftinggunsv98Name,"sv98"
craftinggunsv98Desc,"Reading [DECEA3]sv98[-] enables you to craft sv98."
craftinggunsv98LongDesc,"Long Desc"

GunsvtSkillMagazine,"svt Magazine"
GunsvtSkillMagazineDesc,"Crafting a svt\nImproves svt weapon crafting skill"
craftinggunsvt,"svt"
craftinggunsvtName,"svt"
craftinggunsvtDesc,"Reading [DECEA3]svt[-] enables you to craft svt."
craftinggunsvtLongDesc,"Long Desc"

GunsvdSkillMagazine,"svd Magazine"
GunsvdSkillMagazineDesc,"Crafting a svd\nImproves svd weapon crafting skill"
craftinggunsvd,"svd"
craftinggunsvdName,"svd"
craftinggunsvdDesc,"Reading [DECEA3]svd[-] enables you to craft svd."
craftinggunsvdLongDesc,"Long Desc"

Gunash12SkillMagazine,"ash12 Magazine"
Gunash12SkillMagazineDesc,"Crafting a ash12\nImproves ash12 weapon crafting skill"
craftinggunash12,"ash12"
craftinggunash12Name,"ash12"
craftinggunash12Desc,"Reading [DECEA3]ash12[-] enables you to craft ash12."
craftinggunash12LongDesc,"Long Desc"

Gunrpk16SkillMagazine,"rpk16 Magazine"
Gunrpk16SkillMagazineDesc,"Crafting a rpk16\nImproves rpk16 weapon crafting skill"
craftinggunrpk16,"rpk16"
craftinggunrpk16Name,"rpk16"
craftinggunrpk16Desc,"Reading [DECEA3]rpk16[-] enables you to craft rpk16."
craftinggunrpk16LongDesc,"Long Desc"

GunfnminimiSkillMagazine,"fn minimi Magazine"
GunfnminimiSkillMagazineDesc,"Crafting a fn minimi\nImproves fn minimi weapon crafting skill"
craftinggunfnminimi,"fn minimi"
craftinggunfnminimiName,"fn minimi"
craftinggunfnminimiDesc,"Reading [DECEA3]fn minimi[-] enables you to craft fn minimi."
craftinggunfnminimiLongDesc,"Long Desc"

GunrpdSkillMagazine,"rpd Magazine"
GunrpdSkillMagazineDesc,"Crafting a rpd\nImproves rpd weapon crafting skill"
craftinggunrpd,"rpd"
craftinggunrpdName,"rpd"
craftinggunrpdDesc,"Reading [DECEA3]rpd[-] enables you to craft rpd."
craftinggunrpdLongDesc,"Long Desc"

Gunm60e6SkillMagazine,"m60e6 Magazine"
Gunm60e6SkillMagazineDesc,"Crafting a m60e6\nImproves m60e6 weapon crafting skill"
craftinggunm60e6,"m60e6"
craftinggunm60e6Name,"m60e6"
craftinggunm60e6Desc,"Reading [DECEA3]m60e6[-] enables you to craft m60e6."
craftinggunm60e6LongDesc,"Long Desc"

GunpkpSkillMagazine,"pkp Magazine"
GunpkpSkillMagazineDesc,"Crafting a pkp\nImproves pkp weapon crafting skill"
craftinggunpkp,"pkp"
craftinggunpkpName,"pkp"
craftinggunpkpDesc,"Reading [DECEA3]pkp[-] enables you to craft pkp."
craftinggunpkpLongDesc,"Long Desc"

Gunaks74unSkillMagazine,"aks74un Magazine"
Gunaks74unSkillMagazineDesc,"Crafting a aks74un\nImproves aks74un weapon crafting skill"
craftinggunaks74un,"aks74un"
craftinggunaks74unName,"aks74un"
craftinggunaks74unDesc,"Reading [DECEA3]aks74un[-] enables you to craft aks74un."
craftinggunaks74unLongDesc,"Long Desc"

Gunak74nSkillMagazine,"ak74n Magazine"
Gunak74nSkillMagazineDesc,"Crafting a ak74n\nImproves ak74n weapon crafting skill"
craftinggunak74n,"ak74n"
craftinggunak74nName,"ak74n"
craftinggunak74nDesc,"Reading [DECEA3]ak74n[-] enables you to craft ak74n."
craftinggunak74nLongDesc,"Long Desc"

Gunak74mSkillMagazine,"ak74m Magazine"
Gunak74mSkillMagazineDesc,"Crafting a ak74m\nImproves ak74m weapon crafting skill"
craftinggunak74m,"ak74m"
craftinggunak74mName,"ak74m"
craftinggunak74mDesc,"Reading [DECEA3]ak74m[-] enables you to craft ak74m."
craftinggunak74mLongDesc,"Long Desc"

Gunak12SkillMagazine,"ak12 Magazine"
Gunak12SkillMagazineDesc,"Crafting a ak12\nImproves ak12 weapon crafting skill"
craftinggunak12,"ak12"
craftinggunak12Name,"ak12"
craftinggunak12Desc,"Reading [DECEA3]ak12[-] enables you to craft ak12."
craftinggunak12LongDesc,"Long Desc"

Gunak107SkillMagazine,"ak107 Magazine"
Gunak107SkillMagazineDesc,"Crafting a ak107\nImproves ak107 weapon crafting skill"
craftinggunak107,"ak107"
craftinggunak107Name,"ak107"
craftinggunak107Desc,"Reading [DECEA3]ak107[-] enables you to craft ak107."
craftinggunak107LongDesc,"Long Desc"

GunsksSkillMagazine,"sks Magazine"
GunsksSkillMagazineDesc,"Crafting a sks\nImproves sks weapon crafting skill"
craftinggunsks,"sks"
craftinggunsksName,"sks"
craftinggunsksDesc,"Reading [DECEA3]sks[-] enables you to craft sks."
craftinggunsksLongDesc,"Long Desc"

GunakmnSkillMagazine,"akmn Magazine"
GunakmnSkillMagazineDesc,"Crafting a akmn\nImproves akmn weapon crafting skill"
craftinggunakmn,"akmn"
craftinggunakmnName,"akmn"
craftinggunakmnDesc,"Reading [DECEA3]akmn[-] enables you to craft akmn."
craftinggunakmnLongDesc,"Long Desc"

Gunak103SkillMagazine,"ak103 Magazine"
Gunak103SkillMagazineDesc,"Crafting a ak103\nImproves ak103 weapon crafting skill"
craftinggunak103,"ak103"
craftinggunak103Name,"ak103"
craftinggunak103Desc,"Reading [DECEA3]ak103[-] enables you to craft ak103."
craftinggunak103LongDesc,"Long Desc"

Gunak109SkillMagazine,"ak109 Magazine"
Gunak109SkillMagazineDesc,"Crafting a ak109\nImproves ak109 weapon crafting skill"
craftinggunak109,"ak109"
craftinggunak109Name,"ak109"
craftinggunak109Desc,"Reading [DECEA3]ak109[-] enables you to craft ak109."
craftinggunak109LongDesc,"Long Desc"

Gunrd704SkillMagazine,"rd704 Magazine"
Gunrd704SkillMagazineDesc,"Crafting a rd704\nImproves rd704 weapon crafting skill"
craftinggunrd704,"rd704"
craftinggunrd704Name,"rd704"
craftinggunrd704Desc,"Reading [DECEA3]rd704[-] enables you to craft rd704."
craftinggunrd704LongDesc,"Long Desc"

Gunmk47SkillMagazine,"mk47 Magazine"
Gunmk47SkillMagazineDesc,"Crafting a mk47\nImproves mk47 weapon crafting skill"
craftinggunmk47,"mk47"
craftinggunmk47Name,"mk47"
craftinggunmk47Desc,"Reading [DECEA3]mk47[-] enables you to craft mk47."
craftinggunmk47LongDesc,"Long Desc"

Gun9a91SkillMagazine,"9a91 Magazine"
Gun9a91SkillMagazineDesc,"Crafting a 9a91\nImproves 9a91 weapon crafting skill"
craftinggun9a91,"9a91"
craftinggun9a91Name,"9a91"
craftinggun9a91Desc,"Reading [DECEA3]9a91[-] enables you to craft 9a91."
craftinggun9a91LongDesc,"Long Desc"

GunvssSkillMagazine,"vss Magazine"
GunvssSkillMagazineDesc,"Crafting a vss\nImproves vss weapon crafting skill"
craftinggunvss,"vss"
craftinggunvssName,"vss"
craftinggunvssDesc,"Reading [DECEA3]vss[-] enables you to craft vss."
craftinggunvssLongDesc,"Long Desc"

GunasvalSkillMagazine,"asval Magazine"
GunasvalSkillMagazineDesc,"Crafting a asval\nImproves asval weapon crafting skill"
craftinggunasval,"asval"
craftinggunasvalName,"asval"
craftinggunasvalDesc,"Reading [DECEA3]asval[-] enables you to craft asval."
craftinggunasvalLongDesc,"Long Desc"

GunaxmcSkillMagazine,"axmc Magazine"
GunaxmcSkillMagazineDesc,"Crafting a axmc\nImproves axmc weapon crafting skill"
craftinggunaxmc,"axmc"
craftinggunaxmcName,"axmc"
craftinggunaxmcDesc,"Reading [DECEA3]axmc[-] enables you to craft axmc."
craftinggunaxmcLongDesc,"Long Desc"

Gunswordmk18SkillMagazine,"sword mk18 Magazine"
Gunswordmk18SkillMagazineDesc,"Crafting a sword mk18\nImproves sword mk18 weapon crafting skill"
craftinggunswordmk18,"sword mk18"
craftinggunswordmk18Name,"sword mk18"
craftinggunswordmk18Desc,"Reading [DECEA3]sword mk18[-] enables you to craft sword mk18."
craftinggunswordmk18LongDesc,"Long Desc"

GunfamasSkillMagazine,"famas Magazine"
GunfamasSkillMagazineDesc,"Crafting a famas\nImproves famas weapon crafting skill"
craftinggunfamas,"famas"
craftinggunfamasName,"famas"
craftinggunfamasDesc,"Reading [DECEA3]famas[-] enables you to craft famas."
craftinggunfamasLongDesc,"Long Desc"

GunAK50SkillMagazine,"AK50 Magazine"
GunAK50SkillMagazineDesc,"Crafting a AK50\nImproves AK50 weapon crafting skill"
craftinggunTheAKGuyAK50,"AK50"
craftinggunTheAKGuyAK50Name,"AK50"
craftinggunTheAKGuyAK50Desc,"Reading [DECEA3]AK50[-] enables you to craft AK50."
craftinggunTheAKGuyAK50LongDesc,"Long Desc"

DoctorMedicalJournalsSkillMagazine,"Doctor Medical Journals"
DoctorMedicalJournalsSkillMagazineDesc,"Medical needs, Learn to craft Medical Items."
craftingDoctorMedicalJournals,"crafting Doctor Medical Journals"
craftingDoctorMedicalJournalsName,"Doctor Medical Journals"
craftingDoctorMedicalJournalsDesc,"Reading [DECEA3]Medical Journals[-] enables you to craft Medical Items to help."
craftingDoctorMedicalJournalsLongDesc,"Long Desc"

BooksOfASurgeonSkillMagazine,"Surgeons Books"
BooksOfASurgeonSkillMagazineDesc,"Medical needs, Learn to craft Injectors."
craftingBooksOfASurgeon,"crafting Surgeons Books"
craftingBooksOfASurgeonName,"Surgeons Books"
craftingBooksOfASurgeonDesc,"Reading [DECEA3]Surgeons Books[-] enables you to craft Injectors."
craftingBooksOfASurgeonLongDesc,"Long Desc"

HeadLightsandNVGSSkillMagazine,"Headlights & NVGS Magazine"
HeadLightsandNVGSSkillMagazineDesc,"Crafting Headlights\nImproves night vision."
craftingheadLightsandNVG,"Headlights & NVGS"
craftingheadLightsandNVGName,"Headlights & NVGS"
craftingheadLightsandNVGDesc,"Reading [DECEA3]Headlights & NVGS[-] enables you to craft Headlights & NVGS."
craftingheadLightsandNVGLongDesc,"Long Desc"

SMGSSkillMagazine,"SMGs Magazine"
SMGSSkillMagazineDesc,"Crafting SMGs\nImproves SMGs weapon crafting skill"
craftingSMGS,"SMGs"
craftingSMGSName,"SMGs"
craftingSMGSDesc,"Reading [DECEA3]SMGs[-] enables you to craft SMGs."
craftingSMGSLongDesc,"Long Desc"

PistolsSkillMagazine,"Pistols Magazine"
PistolsSkillMagazineDesc,"Crafting Pistols\nImproves Pistols weapon crafting skill"
craftingPistols,"Pistols"
craftingPistolsName,"Pistols"
craftingPistolsDesc,"Reading [DECEA3]Pistols[-] enables you to craft Pistols."
craftingPistolsLongDesc,"Long Desc"

ShotgunsSkillMagazine,"Shotguns Magazine"
ShotgunsSkillMagazineDesc,"Crafting Shotguns\nImproves Shotguns weapon crafting skill"
craftingEFTShotguns,"Shotguns"
craftingEFTShotgunsName,"Shotguns"
craftingEFTShotgunsDesc,"Reading [DECEA3]Shotguns[-] enables you to craft Shotguns."
craftingEFTShotgunsLongDesc,"Long Desc"

RiflesSkillMagazine,"Rifles Magazine"
RiflesSkillMagazineDesc,"Crafting Rifles\nImproves Rifles weapon crafting skill"
craftingEFTRifles,"Rifles"
craftingEFTRiflesName,"Rifles"
craftingEFTRiflesDesc,"Reading [DECEA3]Rifles[-] enables you to craft Rifles."
craftingEFTRiflesLongDesc,"Long Desc"

MachinegunsSkillMagazine,"Machine Guns Magazine"
MachinegunsSkillMagazineDesc,"Crafting Machine Guns\nImproves Machine Gun weapon crafting skill"
craftingEFTMachineguns,"Machine Guns"
craftingEFTMachinegunsName,"Machine Guns"
craftingEFTMachinegunsDesc,"Reading [DECEA3]Machine Guns[-] enables you to craft Machine Guns."
craftingEFTMachinegunsLongDesc,"Long Desc"

RocketsandLaunchersSkillMagazine,"Rockets and Launchers Magazine"
RocketsandLaunchersSkillMagazineDesc,"Crafting Rockets and Launchers\nImproves Rockets and Launchers crafting skill"
craftingRocketsandLaunchers,"Rockets and Launchers"
craftingRocketsandLaunchersName,"Rockets and Launchers"
craftingRocketsandLaunchersDesc,"Reading [DECEA3]Rockets and Launchers[-] enables you to craft Rockets and Launchers."
craftingRocketsandLaunchersLongDesc,"Long Desc"

perkPPSH41Rank1Desc,"PPSH 41 T1"
perkPPSH41Rank2Desc,"PPSH 41 T2"
perkPPSH41Rank3Desc,"PPSH 41 T3"
perkPPSH41Rank4Desc,"PPSH 41 T4"
perkPPSH41Rank5Desc,"PPSH 41 T5"
perkPPSH41Rank6Desc,"PPSH 41 T6"

perkPP9KlinRank1Desc,"PP9 Klin T1"
perkPP9KlinRank2Desc,"PP9 Klin T2"
perkPP9KlinRank3Desc,"PP9 Klin T3"
perkPP9KlinRank4Desc,"PP9 Klin T4"
perkPP9KlinRank5Desc,"PP9 Klin T5"
perkPP9KlinRank6Desc,"PP9 Klin T6"

perkMP5KRank1Desc,"MP5K T1"
perkMP5KRank2Desc,"MP5K T2"
perkMP5KRank3Desc,"MP5K T3"
perkMP5KRank4Desc,"MP5K T4"
perkMP5KRank5Desc,"MP5K T5"
perkMP5KRank6Desc,"MP5K T6"

perkMP5Rank1Desc,"MP5 T1"
perkMP5Rank2Desc,"MP5 T2"
perkMP5Rank3Desc,"MP5 T3"
perkMP5Rank4Desc,"MP5 T4"
perkMP5Rank5Desc,"MP5 T5"
perkMP5Rank6Desc,"MP5 T6"

perkUziRank1Desc,"Uzi T1"
perkUziRank2Desc,"Uzi T2"
perkUziRank3Desc,"Uzi T3"
perkUziRank4Desc,"Uzi T4"
perkUziRank5Desc,"Uzi T5"
perkUziRank6Desc,"Uzi T6"

perkPP19VityazRank1Desc,"PP19 Vityaz T1"
perkPP19VityazRank2Desc,"PP19 Vityaz T2"
perkPP19VityazRank3Desc,"PP19 Vityaz T3"
perkPP19VityazRank4Desc,"PP19 Vityaz T4"
perkPP19VityazRank5Desc,"PP19 Vityaz T5"
perkPP19VityazRank6Desc,"PP19 Vityaz T6"

perkMP9Rank1Desc,"MP9 T1"
perkMP9Rank2Desc,"MP9 T2"
perkMP9Rank3Desc,"MP9 T3"
perkMP9Rank4Desc,"MP9 T4"
perkMP9Rank5Desc,"MP9 T5"
perkMP9Rank6Desc,"MP9 T6"

perkUziProSMGRank1Desc,"Uzi Pro SMG T1"
perkUziProSMGRank2Desc,"Uzi Pro SMG T2"
perkUziProSMGRank3Desc,"Uzi Pro SMG T3"
perkUziProSMGRank4Desc,"Uzi Pro SMG T4"
perkUziProSMGRank5Desc,"Uzi Pro SMG T5"
perkUziProSMGRank6Desc,"Uzi Pro SMG T6"

perkMP5SDRank1Desc,"MP5SD T1"
perkMP5SDRank2Desc,"MP5SD T2"
perkMP5SDRank3Desc,"MP5SD T3"
perkMP5SDRank4Desc,"MP5SD T4"
perkMP5SDRank5Desc,"MP5SD T5"
perkMP5SDRank6Desc,"MP5SD T6"

perkVector9Rank1Desc,"Vector9 T1"
perkVector9Rank2Desc,"Vector9 T2"
perkVector9Rank3Desc,"Vector9 T3"
perkVector9Rank4Desc,"Vector9 T4"
perkVector9Rank5Desc,"Vector9 T5"
perkVector9Rank6Desc,"Vector9 T6"

perkMPXRank1Desc,"MPX T1"
perkMPXRank2Desc,"MPX T2"
perkMPXRank3Desc,"MPX T3"
perkMPXRank4Desc,"MPX T4"
perkMPXRank5Desc,"MPX T5"
perkMPXRank6Desc,"MPX T6"

perkSTM9Rank1Desc,"STM9 T1"
perkSTM9Rank2Desc,"STM9 T2"
perkSTM9Rank3Desc,"STM9 T3"
perkSTM9Rank4Desc,"STM9 T4"
perkSTM9Rank5Desc,"STM9 T5"
perkSTM9Rank6Desc,"STM9 T6"

perkSR2MVereskRank1Desc,"SR2M Veresk T1"
perkSR2MVereskRank2Desc,"SR2M Veresk T2"
perkSR2MVereskRank3Desc,"SR2M Veresk T3"
perkSR2MVereskRank4Desc,"SR2M Veresk T4"
perkSR2MVereskRank5Desc,"SR2M Veresk T5"
perkSR2MVereskRank6Desc,"SR2M Veresk T6"

perkUmp45Rank1Desc,"Ump 45 T1"
perkUmp45Rank2Desc,"Ump 45 T2"
perkUmp45Rank3Desc,"Ump 45 T3"
perkUmp45Rank4Desc,"Ump 45 T4"
perkUmp45Rank5Desc,"Ump 45 T5"
perkUmp45Rank6Desc,"Ump 45 T6"

perkThompsonRank1Desc,"Thompson T1"
perkThompsonRank2Desc,"Thompson T2"
perkThompsonRank3Desc,"Thompson T3"
perkThompsonRank4Desc,"Thompson T4"
perkThompsonRank5Desc,"Thompson T5"
perkThompsonRank6Desc,"Thompson T6"

perkVector45Rank1Desc,"Vector45 T1"
perkVector45Rank2Desc,"Vector45 T2"
perkVector45Rank3Desc,"Vector45 T3"
perkVector45Rank4Desc,"Vector45 T4"
perkVector45Rank5Desc,"Vector45 T5"
perkVector45Rank6Desc,"Vector45 T6"

perkMP7Rank1Desc,"MP7 T1"
perkMP7Rank2Desc,"MP7 T2"
perkMP7Rank3Desc,"MP7 T3"
perkMP7Rank4Desc,"MP7 T4"
perkMP7Rank5Desc,"MP7 T5"
perkMP7Rank6Desc,"MP7 T6"

perkP90Rank1Desc,"P90 T1"
perkP90Rank2Desc,"P90 T2"
perkP90Rank3Desc,"P90 T3"
perkP90Rank4Desc,"P90 T4"
perkP90Rank5Desc,"P90 T5"
perkP90Rank6Desc,"P90 T6"

perkTokarevttRank1Desc,"Tokarevtt T1"
perkTokarevttRank2Desc,"Tokarevtt T2"
perkTokarevttRank3Desc,"Tokarevtt T3"
perkTokarevttRank4Desc,"Tokarevtt T4"
perkTokarevttRank5Desc,"Tokarevtt T5"
perkTokarevttRank6Desc,"Tokarevtt T6"

perkTokarevGoldRank1Desc,"Tokarev Gold T1"
perkTokarevGoldRank2Desc,"Tokarev Gold T2"
perkTokarevGoldRank3Desc,"Tokarev Gold T3"
perkTokarevGoldRank4Desc,"Tokarev Gold T4"
perkTokarevGoldRank5Desc,"Tokarev Gold T5"
perkTokarevGoldRank6Desc,"Tokarev Gold T6"

perkPMAlphaDogRank1Desc,"PM Alpha Dog T1"
perkPMAlphaDogRank2Desc,"PM Alpha Dog T2"
perkPMAlphaDogRank3Desc,"PM Alpha Dog T3"
perkPMAlphaDogRank4Desc,"PM Alpha Dog T4"
perkPMAlphaDogRank5Desc,"PM Alpha Dog T5"
perkPMAlphaDogRank6Desc,"PM Alpha Dog T6"

perkUCPRank1Desc,"UCP T1"
perkUCPRank2Desc,"UCP T2"
perkUCPRank3Desc,"UCP T3"
perkUCPRank4Desc,"UCP T4"
perkUCPRank5Desc,"UCP T5"
perkUCPRank6Desc,"UCP T6"

perkStechkinRank1Desc,"Stechkin T1"
perkStechkinRank2Desc,"Stechkin T2"
perkStechkinRank3Desc,"Stechkin T3"
perkStechkinRank4Desc,"Stechkin T4"
perkStechkinRank5Desc,"Stechkin T5"
perkStechkinRank6Desc,"Stechkin T6"
