Key,english
craftinggunmp5sdLongDesc,"Mô tả chi tiết"

Gunvector9SkillMagazine,"Tạp chí Vector9"
Gunvector9SkillMagazineDesc,"Chế tạo Vector9\nCải thiện kỹ năng chế tạo vũ khí Vector9"
craftinggunvector9,"Vector9"
craftinggunvector9Name,"Vector9"
craftinggunvector9Desc,"Đọc [DECEA3]Vector9[-] cho phép bạn chế tạo Vector9."
craftinggunvector9LongDesc,"Mô tả chi tiết"

GunmpxSkillMagazine,"Tạp chí mpx"
GunmpxSkillMagazineDesc,"Chế tạo mpx\nCải thiện kỹ năng chế tạo vũ khí mpx"
craftinggunmpx,"mpx"
craftinggunmpxName,"mpx"
craftinggunmpxDesc,"Đọc [DECEA3]mpx[-] cho phép bạn chế tạo mpx."
craftinggunmpxLongDesc,"Mô tả chi tiết"

Gunstm9SkillMagazine,"Tạp chí stm9"
Gunstm9SkillMagazineDesc,"Chế tạo stm9\nCải thiện kỹ năng chế tạo vũ khí stm9"
craftinggunstm9,"stm9"
craftinggunstm9Name,"stm9"
craftinggunstm9Desc,"Đọc [DECEA3]stm9[-] cho phép bạn chế tạo stm9."
craftinggunstm9LongDesc,"Mô tả chi tiết"

Gunsr2mvereskSkillMagazine,"Tạp chí sr2 Mveresk"
Gunsr2mvereskSkillMagazineDesc,"Chế tạo sr2 Mveresk\nCải thiện kỹ năng chế tạo vũ khí sr2 Mveresk"
craftinggunsr2mveresk,"sr2 Mveresk"
craftinggunsr2mvereskName,"sr2 Mveresk"
craftinggunsr2mvereskDesc,"Đọc [DECEA3]sr2 Mveresk[-] cho phép bạn chế tạo sr2 Mveresk."
craftinggunsr2mvereskLongDesc,"Mô tả chi tiết"

Gunump45SkillMagazine,"Tạp chí ump45"
Gunump45SkillMagazineDesc,"Chế tạo ump45\nCải thiện kỹ năng chế tạo vũ khí ump45"
craftinggunump45,"ump45"
craftinggunump45Name,"ump45"
craftinggunump45Desc,"Đọc [DECEA3]ump45[-] cho phép bạn chế tạo ump45."
craftinggunump45LongDesc,"Mô tả chi tiết"

GunthompsonSkillMagazine,"Tạp chí Thompson"
GunthompsonSkillMagazineDesc,"Chế tạo Thompson\nCải thiện kỹ năng chế tạo vũ khí Thompson"
craftinggunthompson,"Thompson"
craftinggunthompsonName,"Thompson"
craftinggunthompsonDesc,"Đọc [DECEA3]Thompson[-] cho phép bạn chế tạo Thompson."
craftinggunthompsonLongDesc,"Mô tả chi tiết"

Gunvector45SkillMagazine,"Tạp chí Vector45"
Gunvector45SkillMagazineDesc,"Chế tạo Vector45\nCải thiện kỹ năng chế tạo vũ khí Vector45"
craftinggunvector45,"Vector45"
craftinggunvector45Name,"Vector45"
craftinggunvector45Desc,"Đọc [DECEA3]Vector45[-] cho phép bạn chế tạo Vector45."
craftinggunvector45LongDesc,"Mô tả chi tiết"

Gunmp7SkillMagazine,"Tạp chí mp7"
Gunmp7SkillMagazineDesc,"Chế tạo mp7\nCải thiện kỹ năng chế tạo vũ khí mp7"
craftinggunmp7,"mp7"
craftinggunmp7Name,"mp7"
craftinggunmp7Desc,"Đọc [DECEA3]mp7[-] cho phép bạn chế tạo mp7."
craftinggunmp7LongDesc,"Mô tả chi tiết"

Gunp90SkillMagazine,"Tạp chí p90"
Gunp90SkillMagazineDesc,"Chế tạo p90\nCải thiện kỹ năng chế tạo vũ khí p90"
craftinggunp90,"p90"
craftinggunp90Name,"p90"
craftinggunp90Desc,"Đọc [DECEA3]p90[-] cho phép bạn chế tạo p90."
craftinggunp90LongDesc,"Mô tả chi tiết"

GuntokarevttSkillMagazine,"Tạp chí Tokarevtt"
GuntokarevttSkillMagazineDesc,"Chế tạo Tokarevtt\nCải thiện kỹ năng chế tạo vũ khí Tokarevtt"
craftingguntokarevtt,"Tokarevtt"
craftingguntokarevttName,"Tokarevtt"
craftingguntokarevttDesc,"Đọc [DECEA3]Tokarevtt[-] cho phép bạn chế tạo Tokarevtt."
craftingguntokarevttLongDesc,"Mô tả chi tiết"

GuntokarevgoldSkillMagazine,"Tạp chí Tokarev Vàng"
GuntokarevgoldSkillMagazineDesc,"Chế tạo Tokarev Vàng\nCải thiện kỹ năng chế tạo vũ khí Tokarev Vàng"
craftingguntokarevgold,"Tokarev Vàng"
craftingguntokarevgoldName,"Tokarev Vàng"
craftingguntokarevgoldDesc,"Đọc [DECEA3]Tokarev Vàng[-] cho phép bạn chế tạo Tokarev Vàng."
craftingguntokarevgoldLongDesc,"Mô tả chi tiết"

GunpmalphadogSkillMagazine,"Tạp chí PM Alphadog"
GunpmalphadogSkillMagazineDesc,"Chế tạo PM Alphadog\nCải thiện kỹ năng chế tạo vũ khí PM Alphadog"
craftinggunpmalphadog,"PM Alphadog"
craftinggunpmalphadogName,"PM Alphadog"
craftinggunpmalphadogDesc,"Đọc [DECEA3]PM Alphadog[-] cho phép bạn chế tạo PM Alphadog."
craftinggunpmalphadogLongDesc,"Mô tả chi tiết"

GunucpSkillMagazine,"Tạp chí UCP"
GunucpSkillMagazineDesc,"Chế tạo Súng lục UCP\nCải thiện kỹ năng chế tạo vũ khí UCP"
craftinggunucp,"UCP"
craftinggunucpName,"UCP"
craftinggunucpDesc,"Đọc [DECEA3]UCP[-] cho phép bạn chế tạo UCP."
craftinggunucpLongDesc,"Mô tả chi tiết"

GunstechkinSkillMagazine,"Tạp chí Stechkin"
GunstechkinSkillMagazineDesc,"Chế tạo Stechkin\nCải thiện kỹ năng chế tạo vũ khí Stechkin"
craftinggunstechkin,"Stechkin"
craftinggunstechkinName,"Stechkin"
craftinggunstechkinDesc,"Đọc [DECEA3]Stechkin[-] cho phép bạn chế tạo Stechkin."
craftinggunstechkinLongDesc,"Mô tả chi tiết"

Gunglock17SkillMagazine,"Tạp chí Glock17"
Gunglock17SkillMagazineDesc,"Chế tạo Glock17\nCải thiện kỹ năng chế tạo vũ khí Glock17"
craftinggunglock17,"Glock17"
craftinggunglock17Name,"Glock17"
craftinggunglock17Desc,"Đọc [DECEA3]Glock17[-] cho phép bạn chế tạo Glock17."
craftinggunglock17LongDesc,"Mô tả chi tiết"

Gunp226SkillMagazine,"Tạp chí P226"
Gunp226SkillMagazineDesc,"Chế tạo P226\nCải thiện kỹ năng chế tạo vũ khí P226"
craftinggunp226,"P226"
craftinggunp226Name,"P226"
craftinggunp226Desc,"Đọc [DECEA3]P226[-] cho phép bạn chế tạo P226."
craftinggunp226LongDesc,"Mô tả chi tiết"

Gunm9a3SkillMagazine,"Tạp chí M9a3"
Gunm9a3SkillMagazineDesc,"Chế tạo M9a3\nCải thiện kỹ năng chế tạo vũ khí M9a3"
craftinggunm9a3,"M9a3"
craftinggunm9a3Name,"M9a3"
craftinggunm9a3Desc,"Đọc [DECEA3]M9a3[-] cho phép bạn chế tạo M9a3."
craftinggunm9a3LongDesc,"Mô tả chi tiết"

Gunglock18cSkillMagazine,"Tạp chí Glock18c"
Gunglock18cSkillMagazineDesc,"Chế tạo Glock18c\nCải thiện kỹ năng chế tạo vũ khí Glock18c"
craftinggunglock18c,"Glock18c"
craftinggunglock18cName,"Glock18c"
craftinggunglock18cDesc,"Đọc [DECEA3]Glock18c[-] cho phép bạn chế tạo Glock18c."
craftinggunglock18cLongDesc,"Mô tả chi tiết"

Gunsr1mpSkillMagazine,"Tạp chí Sr1 MP"
Gunsr1mpSkillMagazineDesc,"Chế tạo Sr1 MP\nCải thiện kỹ năng chế tạo vũ khí Sr1 MP"
craftinggunsr1mp,"Sr1 MP"
craftinggunsr1mpName,"Sr1 MP"
craftinggunsr1mpDesc,"Đọc [DECEA3]Sr1 MP[-] cho phép bạn chế tạo Sr1 MP."
craftinggunsr1mpLongDesc,"Mô tả chi tiết"

Gunusp45tacSkillMagazine,"Tạp chí usp45 Tac"
Gunusp45tacSkillMagazineDesc,"Chế tạo usp45 Tac\nCải thiện kỹ năng chế tạo vũ khí usp45 Tac"
craftinggunusp45tac,"usp45 Tac"
craftinggunusp45tacName,"usp45 Tac"
craftinggunusp45tacDesc,"Đọc [DECEA3]usp45 Tac[-] cho phép bạn chế tạo usp45 Tac."
craftinggunusp45tacLongDesc,"Mô tả chi tiết"

Gunm1911SkillMagazine,"Tạp chí M1911"
Gunm1911SkillMagazineDesc,"Chế tạo M1911\nCải thiện kỹ năng chế tạo vũ khí M1911"
craftinggunm1911,"M1911"
craftinggunm1911Name,"M1911"
craftinggunm1911Desc,"Đọc [DECEA3]M1911[-] cho phép bạn chế tạo M1911."
craftinggunm1911LongDesc,"Mô tả chi tiết"

Gunm45SkillMagazine,"Tạp chí M45"
Gunm45SkillMagazineDesc,"Chế tạo M45\nCải thiện kỹ năng chế tạo vũ khí M45"
craftinggunm45,"M45"
craftinggunm45Name,"M45"
craftinggunm45Desc,"Đọc [DECEA3]M45[-] cho phép bạn chế tạo M45."
craftinggunm45LongDesc,"Mô tả chi tiết"

Gunusp45matchSkillMagazine,"Tạp chí USP45 Match"
Gunusp45matchSkillMagazineDesc,"Chế tạo USP45 Match\nCải thiện kỹ năng chế tạo vũ khí USP45 Match"
craftinggunusp45match,"USP45 Match"
craftinggunusp45matchName,"USP45 Match"
craftinggunusp45matchDesc,"Đọc [DECEA3]USP45 Match[-] cho phép bạn chế tạo USP45 Match."
craftinggunusp45matchLongDesc,"Mô tả chi tiết"

GunfivesevenSkillMagazine,"Tạp chí Five Seven"
GunfivesevenSkillMagazineDesc,"Chế tạo Five Seven\nCải thiện kỹ năng chế tạo vũ khí Five Seven"
craftinggunfiveseven,"Five Seven"
craftinggunfivesevenName,"Five Seven"
craftinggunfivesevenDesc,"Đọc [DECEA3]Five Seven[-] cho phép bạn chế tạo Five Seven."
craftinggunfivesevenLongDesc,"Mô tả chi tiết"

GundeserteagleSkillMagazine,"Tạp chí Desert Eagle"
GundeserteagleSkillMagazineDesc,"Chế tạo Desert Eagle\nCải thiện kỹ năng chế tạo vũ khí Desert Eagle"
craftinggundeserteagle,"Desert Eagle"
craftinggundeserteagleName,"Desert Eagle"
craftinggundeserteagleDesc,"Đọc [DECEA3]Desert Eagle[-] cho phép bạn chế tạo Desert Eagle."
craftinggundeserteagleLongDesc,"Mô tả chi tiết"

Gunrsh12SkillMagazine,"Tạp chí RSh-12"
Gunrsh12SkillMagazineDesc,"Chế tạo RSh-12\nCải thiện kỹ năng chế tạo vũ khí RSh-12"
craftinggunrsh12,"RSh-12"
craftinggunrsh12Name,"RSh-12"
craftinggunrsh12Desc,"Đọc [DECEA3]RSh-12[-] cho phép bạn chế tạo RSh-12."
craftinggunrsh12LongDesc,"Mô tả chi tiết"

Gunks23SkillMagazine,"Tạp chí KS-23"
Gunks23SkillMagazineDesc,"Chế tạo KS-23\nCải thiện kỹ năng chế tạo vũ khí KS-23"
craftinggunks23,"KS-23"
craftinggunks23Name,"KS-23"
craftinggunks23Desc,"Đọc [DECEA3]KS-23[-] cho phép bạn chế tạo KS-23."
craftinggunks23LongDesc,"Mô tả chi tiết"

Gunmp43SkillMagazine,"Tạp chí MP-43"
Gunmp43SkillMagazineDesc,"Chế tạo MP-43\nCải thiện kỹ năng chế tạo vũ khí MP-43"
craftinggunmp43,"MP-43"
craftinggunmp43Name,"MP-43"
craftinggunmp43Desc,"Đọc [DECEA3]MP-43[-] cho phép bạn chế tạo MP-43."
craftinggunmp43LongDesc,"Mô tả chi tiết"

Gunmts255SkillMagazine,"Tạp chí MTs-255"
Gunmts255SkillMagazineDesc,"Chế tạo MTs-255\nCải thiện kỹ năng chế tạo vũ khí MTs-255"
craftinggunmts255,"MTs-255"
craftinggunmts255Name,"MTs-255"
craftinggunmts255Desc,"Đọc [DECEA3]MTs-255[-] cho phép bạn chế tạo MTs-255."
craftinggunmts255LongDesc,"Mô tả chi tiết"

Gunm590SkillMagazine,"Tạp chí M590"
Gunm590SkillMagazineDesc,"Chế tạo M590\nCải thiện kỹ năng chế tạo vũ khí M590"
craftinggunm590,"M590"
craftinggunm590Name,"M590"
craftinggunm590Desc,"Đọc [DECEA3]M590[-] cho phép bạn chế tạo M590."
craftinggunm590LongDesc,"Mô tả chi tiết"

Gunm870SkillMagazine,"Tạp chí M870"
Gunm870SkillMagazineDesc,"Chế tạo M870\nCải thiện kỹ năng chế tạo vũ khí M870"
craftinggunm870,"M870"
craftinggunm870Name,"M870"
craftinggunm870Desc,"Đọc [DECEA3]M870[-] cho phép bạn chế tạo M870."
craftinggunm870LongDesc,"Mô tả chi tiết"

Guntoz106SkillMagazine,"Tạp chí TOZ-106"
Guntoz106SkillMagazineDesc,"Chế tạo TOZ-106\nCải thiện kỹ năng chế tạo vũ khí TOZ-106"
craftingguntoz 106,"TOZ-106"
craftingguntoz 106Name,"TOZ-106"
craftingguntoz 106Desc,"Đọc [DECEA3]TOZ-106[-] cho phép bạn chế tạo súng Shotgun cưa nòng TOZ-106."
craftingguntoz 106LongDesc,"Mô tả chi tiết"

Gunksg12SkillMagazine,"Tạp chí KSG-12"
Gunksg12SkillMagazineDesc,"Chế tạo KSG-12\nCải thiện kỹ năng chế tạo vũ khí KSG-12"
craftinggunksg12,"KSG-12"
craftinggunksg12Name,"KSG-12"
craftinggunksg12Desc,"Đọc [DECEA3]KSG-12[-] cho phép bạn chế tạo KSG-12."
craftinggunksg12LongDesc,"Mô tả chi tiết"

Gunmp153SkillMagazine,"Tạp chí MP-153"
Gunmp153SkillMagazineDesc,"Chế tạo MP-153\nCải thiện kỹ năng chế tạo vũ khí MP-153"
craftinggunmp153,"MP-153"
craftinggunmp153Name,"MP-153"
craftinggunmp153Desc,"Đọc [DECEA3]MP-153[-] cho phép bạn chế tạo MP-153."
craftinggunmp153LongDesc,"Mô tả chi tiết"

Gunm3benelliSkillMagazine,"Tạp chí M3 Benelli"
Gunm3benelliSkillMagazineDesc,"Chế tạo M3 Benelli\nCải thiện kỹ năng chế tạo vũ khí M3 Benelli"
craftinggunm3benelli,"M3 Benelli"
craftinggunm3benelliName,"M3 Benelli"
craftinggunm3benelliDesc,"Đọc [DECEA3]M3 Benelli[-] cho phép bạn chế tạo M3 Benelli."
craftinggunm3benelliLongDesc,"Mô tả chi tiết"

Gunsaiga12SkillMagazine,"Tạp chí Saiga-12"
Gunsaiga12SkillMagazineDesc,"Chế tạo Saiga-12\nCải thiện kỹ năng chế tạo vũ khí Saiga-12"
craftinggunsaiga12,"Saiga-12"
craftinggunsaiga12Name,"Saiga-12"
craftinggunsaiga12Desc,"Đọc [DECEA3]Saiga-12[-] cho phép bạn chế tạo Saiga-12."
craftinggunsaiga12LongDesc,"Mô tả chi tiết"

GunAA12SkillMagazine,"Tạp chí AA12"
GunAA12SkillMagazineDesc,"Chế tạo AA12\nCải thiện kỹ năng chế tạo vũ khí AA12"
craftinggunAA12,"AA12"
craftinggunAA12Name,"AA12"
craftinggunAA12Desc,"Đọc [DECEA3]AA12[-] cho phép bạn chế tạo AA12."
craftinggunAA12LongDesc,"Mô tả chi tiết"

Gunfn40glSkillMagazine,"Tạp chí FN40GL"
Gunfn40glSkillMagazineDesc,"Chế tạo FN40GL\nCải thiện kỹ năng chế tạo vũ khí FN40GL"
craftinggunfn40gl,"FN40GL"
craftinggunfn40glName,"FN40GL"
craftinggunfn40glDesc,"Đọc [DECEA3]FN40GL[-] cho phép bạn chế tạo FN40GL."
craftinggunfn40glLongDesc,"Mô tả chi tiết"

GunchinalakeSkillMagazine,"Tạp chí China Lake"
GunchinalakeSkillMagazineDesc,"Chế tạo China Lake\nCải thiện kỹ năng chế tạo vũ khí China Lake"
craftinggunchinalake,"China Lake"
craftinggunchinalakeName,"China Lake"
craftinggunchinalakeDesc,"Đọc [DECEA3]China Lake[-] cho phép bạn chế tạo China Lake."
craftinggunchinalakeLongDesc,"Mô tả chi tiết"

Gunm32a1mglSkillMagazine,"Tạp chí M32A1 MGL"
Gunm32a1mglSkillMagazineDesc,"Chế tạo M32A1 MGL\nCải thiện kỹ năng chế tạo vũ khí M32A1 MGL"
craftinggunm32a1mgl,"M32A1 MGL"
craftinggunm32a1mglName,"M32A1 MGL"
craftinggunm32a1mglDesc,"Đọc [DECEA3]M32A1 MGL[-] cho phép bạn chế tạo M32A1 MGL."
craftinggunm32a1mglLongDesc,"Mô tả chi tiết"

Gunrpg7SkillMagazine,"Tạp chí RPG7"
Gunrpg7SkillMagazineDesc,"Chế tạo RPG7\nCải thiện kỹ năng chế tạo vũ khí RPG7"
craftinggunrpg7,"RPG7"
craftinggunrpg7Name,"RPG7"
craftinggunrpg7Desc,"Đọc [DECEA3]RPG7[-] cho phép bạn chế tạo RPG7."
craftinggunrpg7LongDesc,"Mô tả chi tiết"

Gunrpg26SkillMagazine,"Tạp chí RPG26"
Gunrpg26SkillMagazineDesc,"Chế tạo RPG26\nCải thiện kỹ năng chế tạo vũ khí RPG26"
craftinggunrpg26,"RPG26"
craftinggunrpg26Name,"RPG26"
craftinggunrpg26Desc,"Đọc [DECEA3]RPG26[-] cho phép bạn chế tạo RPG26."
craftinggunrpg26LongDesc,"Mô tả chi tiết"

GunadarSkillMagazine,"Tạp chí ADAR"
GunadarSkillMagazineDesc,"Chế tạo ADAR\nCải thiện kỹ năng chế tạo vũ khí ADAR"
craftinggunadar,"ADAR"
craftinggunadarName,"ADAR"
craftinggunadarDesc,"Đọc [DECEA3]ADAR[-] cho phép bạn chế tạo ADAR."
craftinggunadarLongDesc,"Mô tả chi tiết"

Gunauga3SkillMagazine,"Tạp chí AUG A3"
Gunauga3SkillMagazineDesc,"Chế tạo AUG A3\nCải thiện kỹ năng chế tạo vũ khí AUG A3"
craftinggunauga3,"AUG A3"
craftinggunauga3Name,"AUG A3"
craftinggunauga3Desc,"Đọc [DECEA3]AUG A3[-] cho phép bạn chế tạo AUG A3."
craftinggunauga3LongDesc,"Mô tả chi tiết"

Gung36kv2SkillMagazine,"Tạp chí G36KV2"
Gung36kv2SkillMagazineDesc,"Chế tạo G36KV2\nCải thiện kỹ năng chế tạo vũ khí G36KV2"
craftinggung36kv2,"G36KV2"
craftinggung36kv2Name,"G36KV2"
craftinggung36kv2Desc,"Đọc [DECEA3]G36KV2[-] cho phép bạn chế tạo G36KV2."
craftinggung36kv2LongDesc,"Mô tả chi tiết"

Gunm4a1SkillMagazine,"Tạp chí M4A1"
Gunm4a1SkillMagazineDesc,"Chế tạo M4A1\nCải thiện kỹ năng chế tạo vũ khí M4A1"
craftinggunm4a1,"M4A1"
craftinggunm4a1Name,"M4A1"
craftinggunm4a1Desc,"Đọc [DECEA3]M4A1[-] cho phép bạn chế tạo M4A1."
craftinggunm4a1LongDesc,"Mô tả chi tiết"

Gunm16a4SkillMagazine,"Tạp chí M16A4"
Gunm16a4SkillMagazineDesc,"Chế tạo M16A4\nCải thiện kỹ năng chế tạo vũ khí M16A4"
craftinggunm16a4,"M16A4"
craftinggunm16a4Name,"M16A4"
craftinggunm16a4Desc,"Đọc [DECEA3]M16A4[-] cho phép bạn chế tạo M16A4."
craftinggunm16a4LongDesc,"Mô tả chi tiết"

Gunhk416SkillMagazine,"Tạp chí HK416"
Gunhk416SkillMagazineDesc,"Chế tạo HK416\nCải thiện kỹ năng chế tạo vũ khí HK416"
craftinggunhk416,"HK416"
craftinggunhk416Name,"HK416"
craftinggunhk416Desc,"Đọc [DECEA3]HK416[-] cho phép bạn chế tạo HK416."
craftinggunhk416LongDesc,"Mô tả chi tiết"

GunIWItavorx95SkillMagazine,"Tạp chí IWI Tavor X95"
GunIWItavorx95SkillMagazineDesc,"Chế tạo IWI Tavor X95\nCải thiện kỹ năng chế tạo vũ khí IWI Tavor X95"
craftinggunIWItavorx95,"IWI Tavor X95"
craftinggunIWItavorx95Name,"IWI Tavor X95"
craftinggunIWItavorx95Desc,"Đọc [DECEA3]IWI Tavor X95[-] cho phép bạn chế tạo IWI Tavor X95."
craftinggunIWItavorx95LongDesc,"Mô tả chi tiết"

GunIWIcarmelSkillMagazine,"Tạp chí IWI Carmel"
GunIWIcarmelSkillMagazineDesc,"Chế tạo IWI Carmel\nCải thiện kỹ năng chế tạo vũ khí IWI Carmel"
craftinggunIWIcarmel,"IWI Carmel"
craftinggunIWIcarmelName,"IWI Carmel"
craftinggunIWIcarmelDesc,"Đọc [DECEA3]IWI Carmel[-] cho phép bạn chế tạo IWI Carmel."
craftinggunIWIcarmelLongDesc,"Mô tả chi tiết"

Gunak300velociraptorSkillMagazine,"Tạp chí AK300 Velociraptor"
Gunak300velociraptorSkillMagazineDesc,"Chế tạo AK300 Velociraptor\nCải thiện kỹ năng chế tạo vũ khí AK300 Velociraptor"
craftinggunak300velociraptor,"AK300 Velociraptor"
craftinggunak300velociraptorName,"AK300 Velociraptor"
craftinggunak300velociraptorDesc,"Đọc [DECEA3]AK300 Velociraptor[-] cho phép bạn chế tạo AK300 Velociraptor."
craftinggunak300velociraptorLongDesc,"Mô tả chi tiết"

GunhoneybadgerSkillMagazine,"Tạp chí Honey Badger"
GunhoneybadgerSkillMagazineDesc,"Chế tạo Honey Badger\nCải thiện kỹ năng chế tạo vũ khí Honey Badger"
craftinggunhoneybadger,"Honey Badger"
craftinggunhoneybadgerName,"Honey Badger"
craftinggunhoneybadgerDesc,"Đọc [DECEA3]Honey Badger[-] cho phép bạn chế tạo Honey Badger."
craftinggunhoneybadgerLongDesc,"Mô tả chi tiết"

GunmcxSkillMagazine,"Tạp chí MCX"
GunmcxSkillMagazineDesc,"Chế tạo MCX\nCải thiện kỹ năng chế tạo vũ khí MCX"
craftinggunmcx,"MCX"
craftinggunmcxName,"MCX"
craftinggunmcxDesc,"Đọc [DECEA3]MCX[-] cho phép bạn chế tạo MCX."
craftinggunmcxLongDesc,"Mô tả chi tiết"

Gunm700SkillMagazine,"Tạp chí m700"
Gunm700SkillMagazineDesc,"Chế tạo m700\nCải thiện kỹ năng chế tạo vũ khí m700"
craftinggunm700,"m700"
craftinggunm700Name,"m700"
craftinggunm700Desc,"Đọc [DECEA3]m700[-] cho phép bạn chế tạo m700."
craftinggunm700LongDesc,"Mô tả chi tiết"

Gundvl10SkillMagazine,"Tạp chí dvl10"
Gundvl10SkillMagazineDesc,"Chế tạo dvl10\nCải thiện kỹ năng chế tạo vũ khí dvl10"
craftinggundvl10,"dvl10"
craftinggundvl10Name,"dvl10"
craftinggundvl10Desc,"Đọc [DECEA3]dvl10[-] cho phép bạn chế tạo dvl10."
craftinggundvl10LongDesc,"Mô tả chi tiết"

Gunt5000SkillMagazine,"Tạp chí t5000"
Gunt5000SkillMagazineDesc,"Chế tạo t5000\nCải thiện kỹ năng chế tạo vũ khí t5000"
craftinggunt5000,"t5000"
craftinggunt5000Name,"t5000"
craftinggunt5000Desc,"Đọc [DECEA3]t5000[-] cho phép bạn chế tạo t5000."
craftinggunt5000LongDesc,"Mô tả chi tiết"

GunFALsa58dmrSkillMagazine,"Tạp chí FAL sa58 dmr"
GunFALsa58dmrSkillMagazineDesc,"Chế tạo FAL sa58 dmr\nCải thiện kỹ năng chế tạo vũ khí FAL sa58 dmr"
craftinggunFALsa58dmr,"FAL sa58 dmr"
craftinggunFALsa58dmrName,"FAL sa58 dmr"
craftinggunFALsa58dmrDesc,"Đọc [DECEA3]FAL sa58 dmr[-] cho phép bạn chế tạo FAL sa58 dmr."
craftinggunFALsa58dmrLongDesc,"Mô tả chi tiết"

Gunm1aEBRSkillMagazine,"Tạp chí m1a EBR"
Gunm1aEBRSkillMagazineDesc,"Chế tạo m1a EBR\nCải thiện kỹ năng chế tạo vũ khí m1a EBR"
craftinggunm1aEBR,"m1a EBR"
craftinggunm1aEBRName,"m1a EBR"
craftinggunm1aEBRDesc,"Đọc [DECEA3]m1a EBR[-] cho phép bạn chế tạo m1a EBR."
